date,province,subcategory,actual_inflation,svr_prediction,ann_prediction
2026-06-01,MALUKU,Total,0.09,-0.2342128641710861,0.06391854505494735
2026-06-01,SULAWESI UTARA,Barang Pecah Belah dan Peralatan Makan Minum,0.02,0.37558491346820766,0.08906944785146328
2026-06-01,SULAWESI TENGAH,Total,0.11,0.037193347489980155,-0.009160716868425026
2026-06-01,KALIMANTAN TIMUR,Peralatan Rumah Tangga,-0.1,-0.11274630174984601,0.16429621879288533
2026-06-01,MALUKU,Barang Pecah Belah dan Peralatan Makan Minum,0.01,0.1133992781202462,0.2708573000840063
2026-06-01,SULAWESI UTARA,Barang dan Layanan untuk Pemeliharaan Rumah Tangga Rutin,-0.4,0.295772285354408,0.08325814149027727
2026-06-01,SULAWESI TENGAH,Furnitur Perlengkapan dan Karpet,-0.07,0.21691473406497686,0.07114620413839326
2026-06-01,KALIMANTAN TENGAH,Barang dan Layanan untuk Pemeliharaan Rumah Tangga Rutin,0.07,-0.07493224389294006,0.2651371383868055
2026-06-01,NUSA TENGGARA TIMUR,Total,-0.14,-0.21391391083301592,0.04391657341961255
2026-06-01,SUMATERA SELATAN,Peralatan dan Perlengkapan Perumahan dan Kebun,0.0,0.3187821602464336,0.12311027657442639
2026-06-01,KALIMANTAN TENGAH,Barang Pecah Belah dan Peralatan Makan Minum,0.04,0.0015268511734713996,0.30018955825819327
2026-06-01,PAPUA,Barang Pecah Belah dan Peralatan Makan Minum,-0.12,0.18466702315760664,0.22022869375739015
2026-06-01,KALIMANTAN SELATAN,Total,0.34,-0.23353188680000336,-0.007629865826405208
2026-06-01,DKI JAKARTA,Furnitur Perlengkapan dan Karpet,0.71,-0.12296264080372232,0.23098386748027175
2026-06-01,PAPUA,Barang dan Layanan untuk Pemeliharaan Rumah Tangga Rutin,0.33,0.09931678042956626,0.21587543614139934
2026-06-01,SULAWESI TENGAH,Barang dan Layanan untuk Pemeliharaan Rumah Tangga Rutin,0.33,0.2532501723546172,0.06708134725118733
2026-06-01,DKI JAKARTA,Barang dan Layanan untuk Pemeliharaan Rumah Tangga Rutin,0.17,-0.1590746889164638,0.27321676107820214
2026-06-01,BALI,Barang dan Layanan untuk Pemeliharaan Rumah Tangga Rutin,-0.01,-0.09409690841288842,0.311847652872421
2026-06-01,PAPUA,Furnitur Perlengkapan dan Karpet,0.0,0.048117425190062235,0.2013425915688196
2026-06-01,PAPUA,Peralatan Rumah Tangga,-0.34,-0.02849894642153039,0.12460862423290528
2026-06-01,SUMATERA SELATAN,Peralatan Rumah Tangga,0.04,0.33923637323368006,0.11841360730098846
2026-06-01,KALIMANTAN SELATAN,Peralatan dan Perlengkapan Perumahan dan Kebun,0.0,-0.2125110931228651,0.050408071879319144
2026-06-01,DKI JAKARTA,Peralatan Rumah Tangga,0.38,-0.10356937346850437,0.18195913072290656
2026-06-01,SULAWESI TENGAH,Barang Pecah Belah dan Peralatan Makan Minum,0.04,0.33735367054592835,0.0739133561801627
2026-06-01,PAPUA,Peralatan dan Perlengkapan Perumahan dan Kebun,0.0,-0.14034360854325634,0.06635439803354007
2026-06-01,KALIMANTAN SELATAN,Peralatan Rumah Tangga,2.17,-0.12310077108234374,0.1567321692911259
2026-06-01,KEPULAUAN BANGKA BELITUNG,Total,0.08,-0.2400154356573143,0.03664474816142313
2026-06-01,PAPUA,Tekstil Rumah Tangga,0.0,-0.23156611653883807,0.0476247809282985
2026-06-01,BALI,Furnitur Perlengkapan dan Karpet,0.0,-0.050437800157370205,0.2630948538842367
2026-06-01,KALIMANTAN SELATAN,Furnitur Perlengkapan dan Karpet,0.35,-0.09314776269291691,0.22691038228627
2026-06-01,KALIMANTAN SELATAN,Tekstil Rumah Tangga,0.0,-0.29361279274954377,0.013676315131761957
2026-06-01,NUSA TENGGARA TIMUR,Tekstil Rumah Tangga,-1.11,-0.24670229240167352,0.06391723468377303
2026-06-01,KALIMANTAN TENGAH,Furnitur Perlengkapan dan Karpet,-0.1,-0.08172835474592866,0.23443333727546475
2026-06-01,BALI,Barang Pecah Belah dan Peralatan Makan Minum,0.28,0.0053720314850576045,0.3568951270285017
2026-06-01,NUSA TENGGARA BARAT,Peralatan dan Perlengkapan Perumahan dan Kebun,0.12,-0.1673595968700088,0.08156937870022848
2026-06-01,KALIMANTAN TIMUR,Furnitur Perlengkapan dan Karpet,0.22,-0.06969680019944668,0.243819243919889
2026-06-01,NUSA TENGGARA BARAT,Tekstil Rumah Tangga,-0.07,-0.25932849743778696,0.0734585507388045
2026-06-01,DI YOGYAKARTA,Tekstil Rumah Tangga,0.07,-0.21392144043577055,-0.002021587125992541
2026-06-01,SUMATERA SELATAN,Total,0.04,0.23958766227040762,0.04048602662274292
2026-06-01,KALIMANTAN TIMUR,Barang dan Layanan untuk Pemeliharaan Rumah Tangga Rutin,-0.05,-0.057183138165976644,0.27025411480814576
2026-06-01,NUSA TENGGARA BARAT,Total,0.08,-0.22267274635900414,0.057728986606905536
2026-06-01,SULAWESI TENGAH,Tekstil Rumah Tangga,0.01,0.050477951940640864,0.02376121892500374
2026-06-01,KALIMANTAN TIMUR,Barang Pecah Belah dan Peralatan Makan Minum,0.19,0.019491853476273135,0.301557196066494
2026-06-01,NUSA TENGGARA TIMUR,Barang Pecah Belah dan Peralatan Makan Minum,0.0,0.16739479470559182,0.2399121359163289
2026-06-01,ACEH,Total,0.49,-0.07603703521481187,-0.02669985769552019
2026-06-01,KALIMANTAN TENGAH,Total,0.12,-0.2363463948895106,0.002118164938674616
2026-06-01,NUSA TENGGARA TIMUR,Barang dan Layanan untuk Pemeliharaan Rumah Tangga Rutin,-0.07,0.08310295087651376,0.24395422579003298
2026-06-01,DI YOGYAKARTA,Total,-0.09,-0.16166327227066013,-0.03810001564359157
2026-06-01,BENGKULU,Peralatan Rumah Tangga,0.28,-0.06979109761892666,0.19984940182421898
2026-06-01,SULAWESI TENGAH,Peralatan dan Perlengkapan Perumahan dan Kebun,-0.05,0.11770544376397218,0.04964100225450846
2026-06-01,KALIMANTAN TENGAH,Tekstil Rumah Tangga,0.42,-0.2950632532259423,0.01787476830030879
2026-06-01,KEPULAUAN BANGKA BELITUNG,Tekstil Rumah Tangga,0.03,-0.2925812226293605,0.040117523705577834
2026-06-01,NUSA TENGGARA TIMUR,Furnitur Perlengkapan dan Karpet,-0.01,0.03418940764317391,0.23023451408124276
2026-06-01,SUMATERA SELATAN,Tekstil Rumah Tangga,0.14,0.2722134883943479,0.10234219521248752
2026-06-01,KALIMANTAN TENGAH,Peralatan dan Perlengkapan Perumahan dan Kebun,0.18,-0.21213728425188982,0.05300093660068528
2026-06-01,NUSA TENGGARA TIMUR,Peralatan Rumah Tangga,-0.47,-0.04179691384060824,0.14979782836103986
2026-06-01,DKI JAKARTA,Barang Pecah Belah dan Peralatan Makan Minum,1.24,-0.07120037290468595,0.3205839017598695
2026-06-01,KALIMANTAN TENGAH,Peralatan Rumah Tangga,0.27,-0.11833546436583653,0.15771501479421693
2026-06-01,SUMATERA UTARA,Peralatan dan Perlengkapan Perumahan dan Kebun,-0.01,0.3771568590284513,0.1431651703591769
